state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,customer service calls,churn
SC,159,415,394-9825,0,1,23,93,26.11,88,18.44,91,7.26,3,3.4,2,0
IN,119,510,382-4952,0,0,0,129,26.27,87,16.46,145,8.14,3,3.62,2,0
NV,69,415,387-2698,0,0,0,109,26.13,105,16.49,114,11.52,6,3.81,1,0
IL,87,408,417-1360,1,1,36,138,29.1,102,15.79,97,10.24,3,2.92,1,0
SD,93,510,408-4836,0,0,0,106,55.78,89,12.89,114,13.66,3,2.35,1,1
OK,154,415,374-8329,1,0,0,69,24.8,141,17.7,106,8.14,10,3.89,0,1
KS,57,415,363-8424,0,1,37,76,34.2,122,23.81,110,6.94,1,3.19,1,0
IA,130,510,408-8910,0,0,0,72,23.65,112,20.91,121,9.32,9,3.08,5,0
NJ,151,415,399-3840,0,0,0,128,20.21,65,23.66,61,8.77,10,3.56,2,0
NJ,162,408,367-8692,0,0,0,87,36.99,71,23.72,65,11.28,4,2.81,2,1
MT,60,415,387-4504,0,0,0,133,24.65,92,17.77,112,14.78,2,3.94,1,0
IA,81,510,328-2647,0,0,0,89,34.6,69,24.62,71,9.58,3,2.35,3,0
WA,132,415,369-7903,0,0,0,115,40.82,91,15.33,122,6,6,2.16,3,0
NE,86,408,399-6852,0,0,0,121,14.25,96,20.42,108,7.14,8,1.81,1,0
TX,136,408,335-4888,0,0,0,106,45.87,101,19.45,106,11.59,8,2.73,1,1
MS,121,415,344-2260,0,1,21,84,21.47,102,17.82,129,8.66,2,2.86,1,0
IA,105,510,349-4070,0,1,15,125,14.98,142,14.95,85,12.15,1,2.62,2,0
WI,105,415,394-6505,0,1,34,61,37.15,74,16.72,103,6.8,4,2.67,2,0
MT,51,415,419-3612,0,1,26,61,40.26,97,22.39,91,8.15,8,3.02,1,0
GA,64,408,356-1952,0,0,0,117,21.1,108,16.39,84,7.33,5,1.73,3,0
MT,80,510,416-7866,1,1,30,132,31.31,109,14.24,114,9.58,10,2.7,0,0
ND,56,415,398-1759,0,0,0,133,37.86,89,23.55,94,4.58,4,3.67,4,0
VT,120,415,338-9950,0,0,0,98,25.36,88,16.46,119,11.2,5,3,1,0
SD,103,510,412-7278,0,0,0,125,35.11,113,15.32,95,9.93,4,3.29,3,0
OH,164,510,347-1263,0,1,27,102,27.15,113,14.35,127,10.98,9,2.59,3,0
OH,116,415,386-5684,0,1,27,118,34.8,91,17.8,67,9.58,2,1.89,2,0
MT,121,408,334-4354,0,0,0,79,36.24,116,10.26,102,11,4,2.03,1,0
IL,55,415,398-5970,1,0,0,121,45.83,91,14.59,98,9.86,6,2.21,1,0
NV,183,415,330-3429,0,0,0,92,19.84,112,18.17,112,9.64,6,2.62,2,0
UT,104,408,418-4637,0,0,0,101,44.78,117,20.02,146,4.59,4,3.51,0,0
NH,90,408,393-7322,0,0,0,97,23.83,102,18.18,126,5.4,2,1.92,1,0
LA,82,415,353-5557,0,0,0,101,33.61,83,10.85,103,6.39,3,3.65,1,0
VT,101,415,411-5334,0,0,0,92,23.15,110,18.78,116,8.86,7,3.59,3,0
NY,9,415,398-8588,0,1,16,87,15.05,108,15.2,96,10.29,3,3.11,2,0
CT,97,415,374-7285,0,0,0,58,36.6,91,20.6,105,12.59,9,3.27,0,0
KS,94,408,379-7215,0,0,0,104,45.76,144,16.47,61,11.59,2,2.4,3,1
MI,127,510,357-7875,0,1,25,118,34.65,48,22.7,105,10.13,5,1.97,0,0
SD,125,510,393-9677,0,1,34,112,45.63,108,18.89,102,5.29,3,2.78,0,0
ME,140,415,345-9598,0,0,0,104,27.05,106,22.93,116,9.92,4,2.78,1,0
MD,90,415,353-3203,0,0,0,122,19.45,154,10.85,109,11.39,5,2.73,2,0
VA,67,415,330-7486,0,0,0,65,23.61,109,17.76,82,10.46,3,2.48,2,0
NJ,113,415,397-6425,0,0,0,55,31.62,105,20.18,83,6.66,6,3.29,1,0
TN,121,510,338-1815,0,1,26,91,28.97,90,21.63,122,9.88,5,4.08,0,0
DC,93,408,406-5023,0,0,0,95,27.97,87,19.63,91,6.75,3,2.67,4,0
DC,121,408,368-2458,0,0,0,121,28.66,94,14.33,59,4.29,4,3.32,1,0
OR,53,408,400-8375,0,0,0,119,44.4,105,21.32,112,7.92,2,2.65,0,1
RI,75,415,387-8201,0,0,0,91,32.39,75,15.16,113,7.31,5,3.54,1,0
AK,132,510,346-4360,0,0,0,121,30.79,109,26.72,81,11.1,9,1.13,2,0
WI,162,408,412-8811,0,0,0,131,30.11,122,9.75,88,6.91,6,1.76,3,0
IN,140,415,413-3990,0,0,0,114,27.29,103,20.44,121,10.51,4,3.05,1,0
MI,91,408,345-2448,0,0,0,116,22.9,98,25.1,121,8.8,5,1.78,2,0
ID,73,510,394-4512,0,1,28,107,33.69,123,11.82,139,8.96,1,2.38,2,0
NH,95,408,400-8538,1,0,0,134,38.91,71,21.73,120,9.36,2,2.73,4,1
MN,145,408,412-8769,0,0,0,137,41.09,100,11.54,123,12.49,3,3.54,0,0
AZ,100,415,390-1552,0,0,0,108,22.29,81,14.98,81,4.04,4,1.16,1,0
MN,122,415,389-2477,0,0,0,101,39.8,121,17.02,89,10.68,9,3.54,2,0
MO,109,415,389-4695,0,0,0,72,34.02,120,25.58,68,10.62,5,3.21,0,0
AL,82,408,406-8037,0,0,0,107,26.18,114,8.02,95,12.94,7,2.73,1,0
PA,65,415,382-9138,0,1,23,106,38.11,100,16.12,75,10.03,4,2.65,0,0
AK,52,510,414-7942,0,0,0,83,25.21,79,15.44,104,7,6,2.24,3,0
MS,136,415,348-7071,0,1,24,76,29.68,114,15.01,91,9.65,5,2.38,2,0
IA,75,415,404-2942,0,0,0,110,23.55,86,13.02,103,9.7,7,3,1,0
WY,146,408,348-3581,0,0,0,69,18.53,98,22.59,80,10.27,2,3.4,1,0
NE,105,408,327-6764,0,0,0,99,27.59,95,18.06,114,9.66,8,3,4,0
ND,48,415,405-2831,0,0,0,84,35.84,98,16.12,99,7.09,3,4.43,2,0
CT,45,415,416-4351,0,0,0,107,24.21,78,27.09,108,10.08,7,3,1,0
NC,106,415,419-3196,0,1,37,104,38,99,19.98,90,6.3,5,2.86,2,0
CT,33,510,411-6211,0,0,0,65,31.03,96,19.73,82,6.71,2,2.03,2,0
ND,68,408,391-8369,0,0,0,97,37.33,144,11.99,101,9.26,4,2.92,2,0
WA,106,408,416-4464,0,0,0,66,32.91,82,20.25,107,7.94,3,3.48,0,0
NV,141,415,347-1814,0,0,0,111,32.71,87,13.34,82,7.91,6,2.97,0,0
CO,98,408,386-7337,0,0,0,122,40.15,110,16.1,104,6.91,4,3.59,0,0
KS,94,510,375-8505,0,1,28,88,39.64,102,9.63,71,5.31,4,4.35,0,0
CO,65,510,407-5056,0,0,0,53,27,132,16.02,87,8.52,4,2.65,2,0
MO,85,415,367-8924,0,0,0,112,21.44,126,23.35,95,8.3,4,2.65,1,0
MA,71,510,419-5171,0,0,0,108,49.37,92,21.58,126,11.85,5,2.73,3,1
NY,112,408,396-7687,0,1,30,113,10.3,96,14.1,99,5.98,7,3.59,0,0
AK,110,415,394-4548,0,0,0,95,25.23,98,16.47,106,9.27,6,1.86,0,0
WI,111,415,382-6438,0,0,0,108,41.91,89,18.39,99,8.08,3,3.43,2,0
NH,74,408,413-2194,0,0,0,112,50.68,100,17.11,88,9.66,4,2.62,2,1
TN,105,510,366-2622,0,0,0,82,20.28,111,15.73,74,7.07,4,2.94,2,0
NY,40,408,416-7591,0,0,0,82,41.23,97,19.8,86,6.93,7,2.59,0,0
GA,128,408,355-2634,1,1,18,89,37.76,109,13.65,102,9.85,2,3.67,0,1
MN,123,408,422-5350,0,0,0,135,40.15,88,23.28,77,10.22,6,2.73,2,1
MI,122,510,329-2388,0,0,0,87,24.51,74,18.04,87,7.62,4,2.57,0,0
ID,114,408,381-5273,0,1,19,100,26.28,109,20.54,112,7.2,1,3.4,3,0
CT,102,415,421-6694,0,1,25,100,23.36,83,15.02,93,8.47,6,2.75,2,0
NC,126,415,342-1702,0,0,0,93,17.63,107,10.8,66,14.82,1,3.89,0,0
LA,150,415,381-4029,0,0,0,112,23.22,81,17.8,78,7.25,2,3.29,4,1
NJ,60,408,335-2967,0,0,0,101,49.27,115,21.73,76,10.93,4,3.16,2,1
TX,123,408,416-6594,0,0,0,85,44.35,103,14.32,91,8.02,5,3.59,3,0
CA,138,510,388-6026,1,0,0,129,33.35,86,15,108,10.46,1,4.1,0,1
MD,29,510,367-1024,0,0,0,71,33.25,74,10.74,87,6.69,4,3.83,1,0
WY,111,415,386-7118,0,0,0,96,37.77,111,13.81,120,8.32,7,3.21,4,0
TX,37,510,346-2020,1,0,0,119,29.39,86,15.56,100,10.19,1,2.65,0,1
CA,111,408,329-9067,0,0,0,109,42.47,106,20.6,78,10.43,4,3.13,0,1
UT,81,510,329-6144,0,0,0,84,26.27,91,18.38,82,10.34,3,3.7,1,0
WA,46,510,332-1502,0,0,0,108,15.37,77,23.48,111,6.59,2,3.43,1,0
MS,69,510,342-8320,0,1,27,78,45.7,89,20.96,102,12.24,3,4.43,0,0
OH,125,408,411-5748,0,0,0,95,18.04,113,13.4,69,8.66,3,2.19,1,0
KS,43,415,381-9367,0,0,0,117,4.59,97,13.68,96,12.58,3,2.89,3,0
RI,127,415,400-1280,0,1,27,59,23.82,111,18.99,73,11.61,10,1.03,1,0
IN,94,510,360-5794,0,0,0,112,41.65,91,15.33,105,11.83,6,2.62,1,0
VT,46,408,373-3538,0,0,0,85,33.44,74,17.5,112,9.75,5,3.02,3,0
MT,73,408,394-9942,0,1,26,98,22.3,97,9.05,96,9.98,6,2.75,2,0
CT,146,408,380-3329,0,1,23,96,25.43,124,20.38,135,13.21,4,2,2,0
NM,93,415,334-7618,0,0,0,70,40.77,99,21.4,112,7.59,10,2.94,1,0
OH,52,408,327-9289,0,1,31,77,24.16,97,16.41,88,11.4,4,2.97,1,0
GA,202,510,351-2589,0,0,0,137,19.62,70,15.19,113,8.36,3,1.62,3,0
MN,129,510,368-6892,0,1,31,99,32.81,87,19.11,91,8.89,8,2.78,2,0
CT,94,415,337-9303,0,0,0,49,35.04,115,19.09,74,11.55,1,3.51,1,0
AL,100,415,377-5258,0,0,0,138,27.25,92,18.81,120,6.77,2,3.02,0,0
WV,43,415,348-5767,0,0,0,108,33.98,80,24.51,103,8.13,7,3.05,1,0
NH,130,415,373-3549,0,0,0,105,36.23,108,17.53,93,7.35,3,2.4,0,0
WY,124,415,422-8344,0,0,0,102,30.31,120,19.98,119,10.79,1,2.94,3,0
VA,92,510,411-2958,1,0,0,120,42.89,112,17.6,95,12.81,5,3.24,3,1
VT,48,415,384-2908,0,0,0,64,33.61,126,11.62,81,11,5,3.56,4,0
OH,98,510,347-6393,0,1,29,105,18.89,101,18.52,108,11.16,3,1.78,2,0
MT,100,415,385-7148,0,0,0,86,16.41,133,17.87,106,6.59,3,3.38,1,1
MA,79,415,419-2767,0,0,0,109,26.67,87,10.39,103,8.51,5,3.05,3,0
VA,164,415,375-1746,0,0,0,78,20.96,85,14.45,78,7.47,2,3.43,1,0
NM,105,415,362-7870,0,0,0,108,32.93,124,15.57,72,13.22,5,2.92,1,0
AR,89,408,410-3725,1,0,0,134,35.17,105,14.25,86,7.01,4,2.94,0,0
NE,126,415,387-1535,0,0,0,96,42.47,92,22.26,108,7.51,4,3.43,3,1
WY,96,408,329-2045,0,0,0,102,24.48,73,19.1,91,10.25,7,2.7,1,0
IA,120,415,341-6743,0,1,33,83,50.92,84,13.89,88,6.6,5,3.13,0,0
SC,212,415,336-8343,0,0,0,127,38.42,83,25.89,132,8.15,4,3.4,2,1
NC,72,415,368-5758,0,0,0,106,23.39,94,12.2,110,12.32,6,2.59,2,0
HI,155,415,346-8362,1,1,26,121,35.99,123,11.83,89,6.6,3,3,1,0
UT,89,415,345-9690,0,0,0,80,15.25,81,15.28,120,6.56,4,2.57,2,0
WY,126,408,339-9798,1,0,0,126,33.59,112,20.95,104,12.84,8,3.38,2,0
AL,172,408,359-5731,0,0,0,102,45.9,111,21.81,104,7.58,5,3.24,2,1
VA,75,415,373-2091,0,0,0,116,38.2,79,16.32,98,9.55,11,3.05,3,0
WI,143,510,367-3439,0,0,0,99,33.03,133,10.51,99,10.33,2,2.75,2,0
FL,166,510,367-1681,1,0,0,89,8.11,95,22.47,97,10.58,3,3.56,0,1
KS,132,415,420-9973,0,0,0,105,32.32,116,15.49,105,12.59,2,3.51,1,0
NV,94,408,351-4025,1,0,0,94,15.22,106,28.89,76,7.78,1,2.13,1,1
NY,99,415,393-5897,0,0,0,83,31.04,111,13.13,57,8.82,5,3.27,0,0
VA,136,415,384-7216,0,1,35,86,34.94,119,25.37,104,9.64,4,1.86,1,0
KS,119,415,384-4595,0,0,0,82,39.36,97,22.69,118,9.49,10,2,1,0
NC,115,510,329-9667,1,0,0,69,42.72,96,21.46,112,5.32,1,2.67,3,1
MO,160,415,347-5063,0,0,0,103,29.1,121,20.7,92,8.02,3,3.51,2,0
ND,166,510,345-8433,0,0,0,89,33.64,113,21.34,85,6.22,2,3.02,2,0
CA,120,510,339-7602,0,0,0,94,22.92,106,17.35,109,10.73,8,1.81,1,0
WV,173,415,332-1109,0,0,0,114,32.54,138,14.32,99,4.92,3,2.78,1,0
IL,156,415,343-3296,0,0,0,65,29.67,116,16.78,86,10.73,2,2.86,0,0
NY,70,415,366-2536,0,0,0,125,30.16,104,19.23,72,11.43,4,2.94,0,0
NV,41,510,355-2293,0,0,0,89,30.96,104,17.98,124,9.33,1,1.84,1,0
AL,132,408,350-9318,0,0,0,85,37.81,76,14.06,97,9.38,4,3.02,0,0
KS,47,510,418-5300,1,0,0,120,8.13,123,15.21,96,6.87,7,3.59,0,1
ND,160,510,395-2626,0,0,0,97,20.71,97,7.59,92,6.78,5,2.78,1,0
OK,180,415,402-7372,0,0,0,121,24.4,111,16.09,82,7.87,5,2.38,3,0
UT,93,415,337-9710,0,0,0,68,28.03,86,17.88,104,10.32,4,2.11,2,0
OH,109,415,363-4967,0,0,0,58,32.91,115,12.64,105,12.71,1,3.54,2,0
WY,80,510,400-5389,0,0,0,121,17.19,110,22.37,74,6.2,5,1.97,0,0
NM,54,415,416-9162,0,1,24,88,15.69,98,16.41,119,4.47,3,3.13,2,0
AL,121,415,414-6541,0,0,0,128,28.71,99,10.53,105,11.98,7,0.78,2,0
DC,157,510,392-6647,0,1,29,102,37.26,109,17.51,117,8.66,5,4.05,1,0
ID,170,510,343-2465,0,1,37,130,30.28,103,20.64,93,10.93,4,3.51,0,0
AR,138,510,338-9171,0,0,0,101,24.91,142,24.18,98,7.92,6,3.78,3,0
ID,92,415,405-4606,0,1,31,116,29.29,91,22.63,90,10.27,5,3.19,1,0
TX,126,415,386-9711,0,0,0,143,32.45,72,12.72,87,8.61,3,3.51,1,0
NM,41,415,327-8495,0,0,0,74,39.46,88,27.8,119,10.19,2,2.94,3,1
WA,167,415,416-5660,0,0,0,124,28.76,108,14.73,64,9.74,4,3.35,4,1
UT,91,510,370-3032,0,0,0,107,21.05,125,27.12,78,10.69,4,1.97,2,0
RI,127,510,331-8462,0,0,0,117,16.32,68,15.05,127,7.3,4,2.62,3,0
NC,88,408,414-4037,0,1,27,106,15.88,92,21.42,104,8.5,1,2.94,1,0
RI,113,415,415-2865,0,0,0,130,15.4,100,14.5,74,6.18,9,1.46,1,0
NY,78,510,362-2353,0,0,0,81,25.99,82,21.81,112,7.81,6,1.43,2,0
TX,123,408,329-5114,0,0,0,92,43.84,71,17.99,104,8.52,2,2.54,2,0
DE,136,408,351-1389,1,1,29,98,14.48,85,19.58,104,10.96,3,2.43,2,0
MS,68,415,375-3668,0,1,34,72,27.2,119,15.68,101,9.37,10,1.65,1,0
OH,132,415,375-5414,0,1,10,54,31.09,68,24.85,116,6.4,4,3.11,0,0
LA,133,415,360-7079,0,0,0,67,36.75,133,18.89,95,8.64,1,0.84,2,0
FL,127,415,344-9302,0,0,0,105,44.49,107,15.45,131,4.54,5,0.89,0,0
WA,110,415,418-1775,0,0,0,105,41,85,14.82,59,11.04,4,2.3,2,0
WV,121,510,401-2468,0,0,0,142,30.12,88,10.5,51,9.59,6,2.27,1,0
NY,116,510,346-4984,0,0,0,128,15.22,137,15.37,94,8.69,3,3.78,2,0
NE,112,415,351-2928,1,1,16,72,34.05,91,16.81,92,6.8,3,2.81,1,0
PA,97,510,365-7774,1,0,0,103,24.65,93,25.02,120,10.79,2,2.97,4,1
MS,43,510,358-3691,0,0,0,99,27.12,149,10.17,126,7.83,3,1.84,2,0
IN,110,415,364-9059,0,0,0,106,25.81,126,11.73,112,10.51,8,3.02,3,0
VA,67,408,356-7208,0,0,0,120,29.95,138,20.06,104,6.86,4,2.86,1,0
MN,166,408,333-5551,0,0,0,95,25.86,105,10.29,126,8.91,5,2.65,0,0
DE,129,408,362-6528,0,0,0,122,27.42,95,18.75,104,10.11,3,2.59,1,0
OR,103,510,394-2560,1,0,0,78,29.19,86,12.28,106,7.11,3,1.84,3,0
UT,71,415,367-3220,0,0,0,110,47.41,67,16.17,84,11.48,7,3.16,0,1
CT,112,415,418-5708,0,1,27,121,36.21,101,19.23,99,8.54,3,3,4,0
AL,8,415,421-2245,0,1,36,67,41.29,59,14.53,130,7.98,12,1.3,1,0
TX,98,415,406-2242,0,0,0,121,36.92,73,25.79,71,8.87,2,3.35,0,1
CT,90,415,347-6994,0,0,0,111,29.9,115,24.24,122,6.79,7,3.51,1,0
MS,13,415,413-7468,0,0,0,133,51.54,86,14.49,80,10.24,3,3.11,0,1
AR,58,415,389-6082,0,0,0,107,40.61,88,15.91,84,8.15,3,3.19,2,0
CA,137,415,415-3689,0,1,22,42,32.23,137,15.22,126,8.08,5,3.08,2,0
MI,116,408,379-2503,0,0,0,94,22.66,126,21.06,78,9.86,5,3.05,5,1
WV,94,415,396-1106,0,1,28,107,15.76,86,10.86,86,10.15,4,2.67,3,0
DE,87,415,379-4372,0,0,0,72,30.12,105,21.16,87,9.04,7,2.32,3,0
FL,120,415,336-3738,0,0,0,103,31.37,86,17.77,70,7.64,6,2.75,2,0
AK,97,415,380-2600,0,1,24,109,29.94,81,13.55,94,12.11,9,3.27,0,0
ID,134,415,345-4473,0,0,0,108,34.8,105,12.16,84,7.46,4,2.97,6,0
OH,68,510,380-9990,0,0,0,80,24.41,65,11.42,84,9.7,5,4.19,2,0
NH,93,408,411-1045,0,0,0,93,30.48,65,16.05,88,11.39,5,3.27,1,0
MA,120,415,413-5306,0,0,0,100,23.34,129,18.04,92,6.87,2,2.84,1,0
SC,41,408,417-6906,0,0,0,92,40.43,155,19,90,9.78,6,2.75,2,0
OR,80,510,331-4807,0,0,0,92,34.63,97,18.39,66,6.94,5,2.05,2,0
OH,83,415,376-5375,0,1,25,95,32.52,136,21.31,86,11.22,5,4.75,2,0
NC,109,510,361-9839,1,0,0,141,35.55,93,17.43,111,5.37,3,2.11,2,0
KY,66,510,348-8679,0,1,33,104,15.1,94,9.32,107,7.77,9,1.92,3,0
ID,104,510,403-6565,0,0,0,88,16.52,85,13.23,105,11.77,5,3.35,0,0
WA,89,510,346-5287,0,0,0,96,23.44,63,16.37,125,11.51,5,2.97,1,0
WV,127,510,413-6769,0,0,0,112,38.13,103,15.78,83,7.17,1,2.7,2,0
RI,117,408,370-5042,0,1,13,65,35.29,77,12.98,95,10.48,3,2.62,1,0
KS,128,510,397-9486,0,0,0,95,45.58,126,10.24,121,9.94,6,3.89,2,0
NV,88,415,364-3286,0,0,0,61,28.34,88,15.24,131,10.92,7,1.84,4,1
NE,61,408,420-8897,0,0,0,104,45.41,131,15.33,106,10.38,4,4.67,1,1
FL,22,415,378-9506,0,0,0,108,30.91,148,16.88,96,9.3,3,2.51,2,0
WY,78,415,399-6259,0,0,0,80,25.01,100,16.97,106,7.23,7,3.7,0,0
WA,56,415,335-5806,0,1,29,115,6.41,111,12.25,101,10.2,3,1.32,1,0
CO,192,415,401-6392,0,0,0,88,31.45,98,19.12,105,9.56,3,3.08,2,0
WI,70,415,379-9859,0,0,0,108,26.59,116,14.54,96,8.82,4,2.32,2,0
KS,148,510,415-4051,0,0,0,84,40.68,85,16.63,104,10.47,3,2.94,1,0
RI,65,415,368-5612,0,1,29,129,36.64,77,13.76,91,5.77,5,2.38,2,0
MT,119,510,374-5301,0,0,0,70,22.93,74,17.98,105,8.48,6,3.05,1,0
CO,80,415,406-5710,0,0,0,116,33.12,93,17.84,100,8.73,3,3.46,0,0
CT,152,408,354-7077,0,1,20,105,40.65,111,17.77,130,12.07,3,3.59,5,0
FL,113,510,343-3340,0,0,0,85,15.74,92,15.1,72,7.19,4,3.89,3,0
VT,75,510,377-8267,0,0,0,133,35.6,121,17.98,123,13.1,4,1.94,1,0
OH,80,415,382-2453,0,0,0,83,33.59,86,13.98,98,4.23,6,1.73,1,0
NH,148,408,333-7449,0,0,0,121,2.99,125,13.74,82,9.14,6,2.86,1,0
RI,63,415,366-4287,1,0,0,112,10.69,111,17.25,58,11.66,8,2.4,1,0
FL,97,415,415-2285,0,1,28,97,34.39,84,5.88,64,11.59,3,1.81,1,0
MD,166,415,381-1328,0,0,0,116,23.14,93,15.42,108,5.91,4,3.05,0,0
WY,94,408,344-4022,0,0,0,109,35.19,80,14.23,117,10.72,6,0.7,1,0
FL,85,408,415-6601,0,1,33,95,35.34,88,19.85,92,9.96,3,3.65,1,0
TN,80,415,351-7309,1,0,0,122,47.01,79,16.63,78,9.46,3,1.94,1,1
NC,210,415,363-7802,0,1,31,87,53.35,103,12.55,97,8.67,7,2.73,3,0
IN,88,415,408-4870,1,1,25,114,49.05,74,17.29,117,10.28,5,3.51,1,0
IA,100,408,378-9478,0,0,0,85,35.85,69,27.99,78,5.72,5,2.54,4,0
WV,154,408,401-4778,0,1,35,76,11.03,91,15.65,75,6.82,1,3.94,1,0
UT,32,510,370-9563,0,1,26,137,41.4,108,20.13,149,7.8,9,2.43,1,0
GA,18,408,394-6382,0,0,0,97,33.49,107,17.31,105,9.09,3,2.35,3,0
AK,126,415,333-5295,0,1,31,88,47.26,65,21.52,114,10.04,4,2.35,0,0
UT,144,510,370-2451,0,1,37,102,37.38,77,18.88,111,5.33,4,2.7,1,0
MS,29,510,401-6982,0,0,0,103,53.24,151,18.39,106,9.83,4,3.46,2,1
AR,86,408,329-8115,0,1,16,88,24.77,129,16.24,82,9.7,7,3.05,0,0
AK,138,415,340-3409,0,1,37,102,12.89,147,14.76,96,7.32,13,2.21,0,0
AK,146,415,397-5911,0,0,0,86,33.3,82,19.43,94,13.66,4,3.29,3,0
ME,175,415,415-6127,0,0,0,95,22.44,74,19.65,108,14.1,10,2.35,1,0
WV,74,510,392-6073,0,0,0,102,21.08,101,22.28,98,12.07,2,3.16,2,0
CT,48,415,419-6564,0,0,0,98,29.22,127,13.52,101,6.28,3,2.05,2,0
GA,74,510,340-8245,0,1,31,70,42.4,59,17.81,75,8.13,2,2.67,4,0
NV,105,415,376-4540,1,0,0,100,38.83,108,12.33,140,11.04,7,2.08,0,0
VT,157,510,361-5936,0,0,0,71,28.66,48,17.43,88,7.91,2,1.59,3,0
DC,217,415,421-9846,0,0,0,138,21.03,105,21.12,78,12.13,4,3.59,0,0
TN,68,415,356-1582,0,0,0,61,30.38,84,21.45,76,11.51,4,2.27,1,0
OR,80,415,375-4900,0,0,0,86,19.24,97,15.77,145,10.68,5,2.57,1,0
MS,38,415,420-8953,0,1,25,106,24.21,109,26.66,117,5.7,6,3.62,2,0
NC,107,415,376-4035,0,1,38,57,34.71,92,17.5,80,12.89,4,2.24,0,0
CO,140,415,344-5206,0,0,0,71,25.45,97,18.06,67,11.07,4,3.4,3,0
AR,98,415,328-7833,0,0,0,116,38.61,103,10.24,102,5.27,4,1.27,5,1
PA,114,415,417-4266,0,0,0,75,26.4,87,14.44,133,9.32,5,3.4,2,0
MN,46,408,351-6574,0,0,0,105,26.59,98,15.77,96,10.2,3,3.19,1,0
NM,118,415,372-8925,0,1,42,105,25.28,105,14.22,105,12.18,7,2.81,0,0
UT,37,510,340-5678,0,0,0,112,46.19,96,13.18,97,8.98,4,1.78,3,0
NE,34,415,361-6814,0,0,0,74,32.93,84,10.79,166,9.95,4,2.38,0,0
MS,98,415,336-7155,1,1,23,54,41.74,83,24.88,90,8.28,7,2.92,1,0
NV,113,510,342-8167,0,0,0,108,41.7,140,22.09,115,9.19,2,2.89,3,1
OR,69,408,375-9180,0,0,0,87,33.34,66,20.13,75,8.2,1,3.21,0,0
VA,121,415,357-7064,0,0,0,112,22.8,104,16.58,139,7.18,2,2.84,2,0
NJ,59,510,347-5354,1,1,31,78,38.25,79,16.26,79,10.2,3,2.46,1,0
WV,59,510,362-9391,0,0,0,100,32.25,133,9.85,115,9.93,4,2,0,0
OR,190,415,386-8984,0,0,0,96,24.29,96,15.12,117,5.1,4,1.78,0,0
KY,109,415,384-6372,0,0,0,80,29.85,94,20.23,103,8.93,6,2.75,1,0
MO,136,415,358-1329,0,0,0,109,15.71,115,18.62,80,9.57,4,3.48,2,0
TX,86,510,400-7987,0,0,0,92,15.78,87,13.57,115,6.69,5,2.38,1,0
MN,100,415,327-8732,0,1,27,100,37.69,70,20.07,91,8.67,4,2.16,0,0
FL,106,510,389-6955,0,0,0,94,27.13,118,23.53,65,10.06,3,2.38,0,0
PA,104,415,396-1800,0,0,0,107,24.57,85,15.34,94,10.17,6,4.59,2,0
WV,129,415,349-4979,0,0,0,100,27.05,90,17.21,96,10.49,6,3.11,2,0
IN,205,510,361-5864,0,0,0,123,8.48,81,12.81,67,8.47,4,2.73,2,0
OK,93,415,418-4658,0,1,32,120,19.87,97,19.75,112,5.75,9,2.97,0,0
NE,123,415,330-6208,0,0,0,98,25.5,95,7.63,91,14.67,3,3,3,0
DE,99,415,416-6628,0,0,0,120,43.25,92,13.54,94,11.9,5,1.62,1,0
MI,61,415,349-5617,0,1,33,53,46.02,116,17.06,102,9.08,3,2.94,3,0
IL,71,415,397-8051,0,0,0,112,35.19,96,14.77,61,8.03,3,3.27,1,0
UT,4,510,413-6346,1,0,0,89,24.7,93,25.82,82,9.27,4,2.4,0,0
IL,148,408,395-9270,0,1,25,102,39.22,109,19.87,90,9.71,2,3.65,3,0
WA,141,415,401-7575,0,0,0,104,25.76,114,20.59,109,13.69,2,2.92,1,0
NM,56,408,332-5964,0,0,0,57,24.84,97,16.68,110,13.95,3,2.48,0,0
MD,160,415,348-3338,0,0,0,111,43.52,61,15.93,81,5.36,4,3.11,3,0
VA,43,408,387-5411,0,1,35,105,34.03,88,20.77,97,9.32,4,3.13,3,0
MT,42,415,378-7872,0,0,0,52,25.62,96,20.97,118,4.67,4,1.89,2,0
CT,135,415,389-6037,1,0,0,107,31.62,94,5.61,105,9.59,4,3.48,1,0
AL,106,415,349-3732,0,0,0,110,36.19,69,15.9,71,5.76,3,1.7,3,0
WV,106,510,347-9738,0,0,0,133,33.12,73,18.14,92,8.59,7,3.11,0,0
MO,83,415,380-6074,0,1,30,105,46.33,83,21.51,123,8.14,6,2.35,3,0
ND,110,415,338-4307,0,0,0,109,22.97,99,17.44,119,7.48,4,3.16,1,0
AR,153,408,339-3636,0,0,0,56,26.28,84,22.36,89,16.55,2,4.19,1,0
GA,109,510,328-9315,0,1,35,116,39.19,130,22.59,69,12.14,6,2.86,5,0
FL,31,510,402-3634,0,0,0,84,28.12,107,17.31,65,9.08,1,2.21,1,0
LA,124,510,348-4316,0,0,0,120,24.36,111,19.61,91,9.64,2,2.11,4,1
UT,110,415,375-3826,0,0,0,108,46.09,122,20.15,122,10.8,5,2.65,2,1
AZ,124,415,360-1406,0,0,0,104,43.1,123,10.02,104,11.18,2,3.78,0,0
